translation,reference,source,translation_clean,reference_clean,source_clean
 Guaxinims are mammals too.,Racoons are also mammals.,Guaxinins são mamíferos também., guaxinims are mammals too ,racoons are also mammals ,guaxinins são mamíferos também 
" Judging by the previous entries, the competition is very intense in this thing.","Judging by previous entries, the competition is intense on that thing.","A julgar pelas entradas anteriores?, a competição é muito intensa nessa coisa.", judging by the previous entries the competition is very intense in this thing ,judging by previous entries the competition is intense on that thing ,a julgar pelas entradas anteriores a competição é muito intensa nessa coisa 
 Young lady with short hair who performs the dance,Young madam with the short redhead who runs the dance.,Jovem senhora com o ruivo curto que executa o bailado., young lady with short hair who performs the dance,young madam with the short redhead who runs the dance ,jovem senhora com o ruivo curto que executa o bailado 
" If the snails are deeply buried, they will accumulate rigorous winters.","If the snails are buried deeply, they will accumulate harsh winters.","Se os caracóis estiverem profundamente enterrados, acumularão invernos rigorosos.", if the snails are deeply buried they will accumulate rigorous winters ,if the snails are buried deeply they will accumulate harsh winters ,se os caracóis estiverem profundamente enterrados acumularão invernos rigorosos 
 Don't worry about me.,Don’t worry about me.,Não se preocupe comigo., don t worry about me ,don t worry about me ,não se preocupe comigo 
 The boy passes by the orange-faced man who was sweeping the street trash.,Boy walks past a man in an orange uniform sweeping garbage off the street.,Menino passa por homem de macacão laranja que está varrendo o lixo da rua., the boy passes by the orange faced man who was sweeping the street trash ,boy walks past a man in an orange uniform sweeping garbage off the street ,menino passa por homem de macacão laranja que está varrendo o lixo da rua 
 An older woman is cooking in a kitchen.,An older woman is cooking in a kitchen.,Uma mulher mais velha está cozinhando em uma cozinha., an older woman is cooking in a kitchen ,an older woman is cooking in a kitchen ,uma mulher mais velha está cozinhando em uma cozinha 
 She would certainly be able to put it on the right path.,Certainly she would put him on the right track.,Certamente ela conseguiria colocá-lo no caminho certo., she would certainly be able to put it on the right path ,certainly she would put him on the right track ,certamente ela conseguiria colocá lo no caminho certo 
 It was such a good moon that the new grenades did the job.,"It was such a good moon, that the new grenades did good.","Foi uma lua tão boa, que as novas granadas fizeram o bem.", it was such a good moon that the new grenades did the job ,it was such a good moon that the new grenades did good ,foi uma lua tão boa que as novas granadas fizeram o bem 
 Our relationship is respecting our differences and keeping each one in their field.,Our relationship is respecting our differences and keeping each one in their field.,Nosso relacionamento é respeitar nossas diferenças e manter cada um em seu campo., our relationship is respecting our differences and keeping each one in their field ,our relationship is respecting our differences and keeping each one in their field ,nosso relacionamento é respeitar nossas diferenças e manter cada um em seu campo 
 A woman in a mish is preparing a horse to pull her cart.,An Amish woman is preparing a horse to pull her cart.,Uma mulher Amish está preparando um cavalo para puxar seu carrinho., a woman in a mish is preparing a horse to pull her cart ,an amish woman is preparing a horse to pull her cart ,uma mulher amish está preparando um cavalo para puxar seu carrinho 
 Give me the times of the movie,Give me the movie times.,Me dê os tempos do filme., give me the times of the movie,give me the movie times ,me dê os tempos do filme 
" Pen down, time is up!","Pencil down, time’s up.","Lápis para baixo, o tempo acabou.", pen down time is up ,pencil down time s up ,lápis para baixo o tempo acabou 
 Two ladies dance in their traditional clothes.,Two older ladies dance in their traditional clothing.,Duas senhoras dançam em sua vestimenta tradicional., two ladies dance in their traditional clothes ,two older ladies dance in their traditional clothing ,duas senhoras dançam em sua vestimenta tradicional 
 Take the can from the shelter and spray some graffiti.,Grab the can on the coat and spray some graffiti.,Pegue a lata do abrigo e borrife alguns graffiti., take the can from the shelter and spray some graffiti ,grab the can on the coat and spray some graffiti ,pegue a lata do abrigo e borrife alguns graffiti 
 Cover life with a full spoon,Cover life with a full spoon.,Cubra a vida com uma colher cheia., cover life with a full spoon,cover life with a full spoon ,cubra a vida com uma colher cheia 
 The boy watched the exchange with fascination.,The boy watched the exchange with fascination.,O menino assistiu a troca com fascinação., the boy watched the exchange with fascination ,the boy watched the exchange with fascination ,o menino assistiu a troca com fascinação 
 She said that durable is not new when it comes to chairs.,She said that durable is not a novelty when it comes to chairs.,Ela disse durável não é novidade quando se trata de cadeiras., she said that durable is not new when it comes to chairs ,she said that durable is not a novelty when it comes to chairs ,ela disse durável não é novidade quando se trata de cadeiras 
 String of the small belt,Small belt pendant.,Pingente do pequeno cinto, string of the small belt,small belt pendant ,pingente do pequeno cinto
" I'm not hiding anything, the boy replied.",“I’m not hiding anything?” the boy replied.,"""Eu não estou escondendo nada?"" o garoto respondeu.", i m not hiding anything the boy replied , i m not hiding anything the boy replied , eu não estou escondendo nada o garoto respondeu 
 You can't escape to Taipei,Can’t run away to Taipei.,Não pode escapar para Taipei, you can t escape to taipei,can t run away to taipei ,não pode escapar para taipei
 This is the reason why I came in fourth place.,That is the reason why I came in fourth place.,Essa é a razão pela qual eu cheguei em quarto lugar., this is the reason why i came in fourth place ,that is the reason why i came in fourth place ,essa é a razão pela qual eu cheguei em quarto lugar 
 A couple of ladies selling handmade hats,A couple of ladies selling artisan hats.,Um casal de senhoras vendendo chapéus artesanais, a couple of ladies selling handmade hats,a couple of ladies selling artisan hats ,um casal de senhoras vendendo chapéus artesanais
 The ads will indicate the email address of your consultation on the municipal website.,The ads will indicate the e-mail address of your referral on the municipal website.,Os anúncios indicarão o endereço de e-mail da sua consulta no site municipal., the ads will indicate the email address of your consultation on the municipal website ,the ads will indicate the e mail address of your referral on the municipal website ,os anúncios indicarão o endereço de e mail da sua consulta no site municipal 
