translation,reference,source,translation_clean,reference_clean,source_clean
 Eu estou gostando do som dessa economia baseada em ovo de avestruz.,I’m liking the sound of that economy based on ostrich eggs.,Eu estou gostando do som dessa economia baseada em ovo de avestruz., eu estou gostando do som dessa economia baseada em ovo de avestruz ,i m liking the sound of that economy based on ostrich eggs ,eu estou gostando do som dessa economia baseada em ovo de avestruz 
 Como você sabe?,How do you know?,Como você sabe?, como você sabe ,how do you know ,como você sabe 
 As pessoas estão andando por um carrocél brilhante que algumas pessoas estão sentadas.,The people are walking by a sparkling merry-go-round on which some people are seated.,As pessoas estão andando por um carrossel brilhante que algumas pessoas estão sentadas., as pessoas estão andando por um carrocél brilhante que algumas pessoas estão sentadas ,the people are walking by a sparkling merry go round on which some people are seated ,as pessoas estão andando por um carrossel brilhante que algumas pessoas estão sentadas 
 Um grupo de pessoas está no convés de um barco grande.,A group of people is on the deck of a big ship.,Um grupo de pessoas está no convés de um barco grande., um grupo de pessoas está no convés de um barco grande ,a group of people is on the deck of a big ship ,um grupo de pessoas está no convés de um barco grande 
 Ele estava pisando em ovos.,He was walking on eggshells.,Ele estava pisando em ovos, ele estava pisando em ovos ,he was walking on eggshells ,ele estava pisando em ovos
 Ajudou o Dr. Shen a escolher uma flor na lapela.,Helped Dr. Chen choose a flower for the lapel.,Ajudou o Dr. Chen a escolher uma flor na lapela, ajudou o dr shen a escolher uma flor na lapela ,helped dr chen choose a flower for the lapel ,ajudou o dr chen a escolher uma flor na lapela
 Você está pronto para ouvir meu contra-argumento?,Are you ready to hear my counterargument?,Você está pronto para ouvir meu contra-argumento?, você está pronto para ouvir meu contra argumento ,are you ready to hear my counterargument ,você está pronto para ouvir meu contra argumento 
 Um jogador de beisebol sentado em um tubo com uma mancha no joelho.,A baseball player sitting in a tube with a stain on this knee.,Um jogador de beisebol sentado em um tubo com uma mancha no joelho., um jogador de beisebol sentado em um tubo com uma mancha no joelho ,a baseball player sitting in a tube with a stain on this knee ,um jogador de beisebol sentado em um tubo com uma mancha no joelho 
 Era um cinto de couro meio brega.,"It was a leather belt, kind of old-fashioned.","Era um cinto de couro, meio brega.", era um cinto de couro meio brega ,it was a leather belt kind of old fashioned ,era um cinto de couro meio brega 
 Talvez você esteja certo,Maybe you’re right.,Talvez você esteja certo., talvez você esteja certo,maybe you re right ,talvez você esteja certo 
" Faça o que eu digo, não como eu faço.","Do as I say, not as I do.",Faça o que eu digo não como eu faço., faça o que eu digo não como eu faço ,do as i say not as i do ,faça o que eu digo não como eu faço 
 Há esse alívio se eles descobrirem.,There is that relief if they find out.,Há esse alívio se eles descobrirem., há esse alívio se eles descobrirem ,there is that relief if they find out ,há esse alívio se eles descobrirem 
 Foi o velho que falou primeiro.,It was the old man that talked first.,Foi o velho que falou primeiro., foi o velho que falou primeiro ,it was the old man that talked first ,foi o velho que falou primeiro 
 Este é um paradigma sociológico.,This is a sociological paradigm.,Este é um paradigma sociológico., este é um paradigma sociológico ,this is a sociological paradigm ,este é um paradigma sociológico 
 Em breve estaremos todos juntos para o trabalho.,"Soon, we’ll all be flying off to work.",Em breve? estaremos todos voando para o trabalho., em breve estaremos todos juntos para o trabalho ,soon we ll all be flying off to work ,em breve estaremos todos voando para o trabalho 
 O ganso foi trazido direto do mercado antigo.,The goose was brought directly from the antique market.,O ganso foi trazido direto do mercado antigo., o ganso foi trazido direto do mercado antigo ,the goose was brought directly from the antique market ,o ganso foi trazido direto do mercado antigo 
 Até o final do ano haverá festivais de música.,By the end of the year there will be music festivals.,Até o final do ano haverá festivais de música., até o final do ano haverá festivais de música ,by the end of the year there will be music festivals ,até o final do ano haverá festivais de música 
 Qual o seu nome mesmo?,What’s your name again?,"Qual o seu nome, mesmo?", qual o seu nome mesmo ,what s your name again ,qual o seu nome mesmo 
 O mergulhador de águas profundas está em pleno equipamento estudando uma tartaruga marinha.,"A deep sea diver is fully equipped, studying a sea turtle.",Um mergulhador de águas profundas está em pleno equipamento estudando uma tartaruga marinha., o mergulhador de águas profundas está em pleno equipamento estudando uma tartaruga marinha ,a deep sea diver is fully equipped studying a sea turtle ,um mergulhador de águas profundas está em pleno equipamento estudando uma tartaruga marinha 
 Como sabemos que acabou?,How do we know it ended?,Como sabemos que acabou?, como sabemos que acabou ,how do we know it ended ,como sabemos que acabou 
 Duas mulheres estão sentadas conversando e rindo juntas.,"Two women sitting, talking and laughing together.","Duas mulheres estão sentadas, conversando e rindo juntas.", duas mulheres estão sentadas conversando e rindo juntas ,two women sitting talking and laughing together ,duas mulheres estão sentadas conversando e rindo juntas 
 Um homem e uma mulher em preto e branco estão em um elevador.,A man and a woman in black and white are in an elevator.,Um homem e uma mulher? em preto e branco? estão em um elevador., um homem e uma mulher em preto e branco estão em um elevador ,a man and a woman in black and white are in an elevator ,um homem e uma mulher em preto e branco estão em um elevador 
 Você tem alguma suspeita sobre quem eles poderiam ser?,Do you have any idea who they might be?,Você tem alguma suspeita sobre quem eles poderiam ser?, você tem alguma suspeita sobre quem eles poderiam ser ,do you have any idea who they might be ,você tem alguma suspeita sobre quem eles poderiam ser 
 Valgrid detectou vários vazamentos de memória.,Valgrind detected various memory leaks.,Valgrind detectou vários vazamentos de memória., valgrid detectou vários vazamentos de memória ,valgrind detected various memory leaks ,valgrind detectou vários vazamentos de memória 
 Um homem e um cachorro branco estão olhando para uma exibição de cartões postais.,A man and a white dog are looking at a postcard exhibit.,Um homem e um cachorro branco estão olhando para uma exibição de cartões postais., um homem e um cachorro branco estão olhando para uma exibição de cartões postais ,a man and a white dog are looking at a postcard exhibit ,um homem e um cachorro branco estão olhando para uma exibição de cartões postais 
 Uma garota de camisa azul salta no ar.,A girl in a blue shirt jumps up in the air.,Uma garota de camisa azul salta no ar., uma garota de camisa azul salta no ar ,a girl in a blue shirt jumps up in the air ,uma garota de camisa azul salta no ar 
 Um cachorro em uma piscina e outro cachorro na beira da piscina.,A dog in a pool and another dog on the edge of the pool.,Um cachorro em uma piscina e outro cachorro na beira da piscina., um cachorro em uma piscina e outro cachorro na beira da piscina ,a dog in a pool and another dog on the edge of the pool ,um cachorro em uma piscina e outro cachorro na beira da piscina 
 Um esquia que viaja para baixo na neve profunda.,A skier going down in the deep snow.,Um esquiador que viaja para baixo na neve profunda., um esquia que viaja para baixo na neve profunda ,a skier going down in the deep snow ,um esquiador que viaja para baixo na neve profunda 
 Trabalhadores que estão em uma almofada de arroz.,Workers who are on a rice pillow.,Trabalhadores que estão em uma almofada de arroz., trabalhadores que estão em uma almofada de arroz ,workers who are on a rice pillow ,trabalhadores que estão em uma almofada de arroz 
 Estou planejando comprar alguns mapas topológicos para minha pesquisa.,I’m planning to buy some topographical maps for my research.,Estou planejando comprar alguns mapas topológicos para minha pesquisa., estou planejando comprar alguns mapas topológicos para minha pesquisa ,i m planning to buy some topographical maps for my research ,estou planejando comprar alguns mapas topológicos para minha pesquisa 
 Guaxinins são mamíferos também.,Racoons are also mammals.,Guaxinins são mamíferos também., guaxinins são mamíferos também ,racoons are also mammals ,guaxinins são mamíferos também 
" A julgar pelas entradas anteriores, a competição é muito intensa nessa coisa.","Judging by previous entries, the competition is intense on that thing.","A julgar pelas entradas anteriores?, a competição é muito intensa nessa coisa.", a julgar pelas entradas anteriores a competição é muito intensa nessa coisa ,judging by previous entries the competition is intense on that thing ,a julgar pelas entradas anteriores a competição é muito intensa nessa coisa 
 Jovem Senhora com ruivo curto que executa o bailado.,Young madam with the short redhead who runs the dance.,Jovem senhora com o ruivo curto que executa o bailado., jovem senhora com ruivo curto que executa o bailado ,young madam with the short redhead who runs the dance ,jovem senhora com o ruivo curto que executa o bailado 
" Se os caracóis estiverem profundamente enterrados, acumularão invernos rigorosos.","If the snails are buried deeply, they will accumulate harsh winters.","Se os caracóis estiverem profundamente enterrados, acumularão invernos rigorosos.", se os caracóis estiverem profundamente enterrados acumularão invernos rigorosos ,if the snails are buried deeply they will accumulate harsh winters ,se os caracóis estiverem profundamente enterrados acumularão invernos rigorosos 
