,transcription,sentence,translation,transcription_clean,sentence_clean,translation_clean
700, Foi uma lua tão boa que as novas granadas fizeram o vein.,"Foi uma lua tão boa, que as novas granadas fizeram o bem.","It was such a good moon, that the new grenades did good.", foi uma lua tão boa que as novas granadas fizeram o vein ,foi uma lua tão boa que as novas granadas fizeram o bem ,it was such a good moon that the new grenades did good 
701, Nosso relacionamento é respeitar nossas diferenças e manter cada um em seu campo.,Nosso relacionamento é respeitar nossas diferenças e manter cada um em seu campo.,Our relationship is respecting our differences and keeping each one in their field., nosso relacionamento é respeitar nossas diferenças e manter cada um em seu campo ,nosso relacionamento é respeitar nossas diferenças e manter cada um em seu campo ,our relationship is respecting our differences and keeping each one in their field 
702, Uma mulher a miss está preparando um cavalo para puxar seu carinho.,Uma mulher Amish está preparando um cavalo para puxar seu carrinho.,An Amish woman is preparing a horse to pull her cart., uma mulher a miss está preparando um cavalo para puxar seu carinho ,uma mulher amish está preparando um cavalo para puxar seu carrinho ,an amish woman is preparing a horse to pull her cart 
703, Me dei os tempos do filme.,Me dê os tempos do filme.,Give me the movie times., me dei os tempos do filme ,me dê os tempos do filme ,give me the movie times 
704, Lápio de provar o tempo acabou.,"Lápis para baixo, o tempo acabou.","Pencil down, time’s up.", lápio de provar o tempo acabou ,lápis para baixo o tempo acabou ,pencil down time s up 
705, duas senhoras dançam em sua vestimenta tradicional.,Duas senhoras dançam em sua vestimenta tradicional.,Two older ladies dance in their traditional clothing., duas senhoras dançam em sua vestimenta tradicional ,duas senhoras dançam em sua vestimenta tradicional ,two older ladies dance in their traditional clothing 
706, Pega a lata do abrigo e borrefe alguns grafite.,Pegue a lata do abrigo e borrife alguns graffiti.,Grab the can on the coat and spray some graffiti., pega a lata do abrigo e borrefe alguns grafite ,pegue a lata do abrigo e borrife alguns graffiti ,grab the can on the coat and spray some graffiti 
707, Cubra a vida com uma colher cheia.,Cubra a vida com uma colher cheia.,Cover life with a full spoon., cubra a vida com uma colher cheia ,cubra a vida com uma colher cheia ,cover life with a full spoon 
708, O menino assistiu a troca com fascinação.,O menino assistiu a troca com fascinação.,The boy watched the exchange with fascination., o menino assistiu a troca com fascinação ,o menino assistiu a troca com fascinação ,the boy watched the exchange with fascination 
709, Ela disse durável não é novidade quando se trata de cadeiras.,Ela disse durável não é novidade quando se trata de cadeiras.,She said that durable is not a novelty when it comes to chairs., ela disse durável não é novidade quando se trata de cadeiras ,ela disse durável não é novidade quando se trata de cadeiras ,she said that durable is not a novelty when it comes to chairs 
710, Pingente do pequeno sinto.,Pingente do pequeno cinto,Small belt pendant., pingente do pequeno sinto ,pingente do pequeno cinto,small belt pendant 
711," Eu não estou escondendo nada, o garoto respondeu.","""Eu não estou escondendo nada?"" o garoto respondeu.",“I’m not hiding anything?” the boy replied., eu não estou escondendo nada o garoto respondeu , eu não estou escondendo nada o garoto respondeu , i m not hiding anything the boy replied 
712, Não pode escapar para Taipei.,Não pode escapar para Taipei,Can’t run away to Taipei., não pode escapar para taipei ,não pode escapar para taipei,can t run away to taipei 
713, Essa é a razão pela qual eu cheguei em um quarto lugar.,Essa é a razão pela qual eu cheguei em quarto lugar.,That is the reason why I came in fourth place., essa é a razão pela qual eu cheguei em um quarto lugar ,essa é a razão pela qual eu cheguei em quarto lugar ,that is the reason why i came in fourth place 
714, Um casal de senhora vendendo chapéus atesanais.,Um casal de senhoras vendendo chapéus artesanais,A couple of ladies selling artisan hats., um casal de senhora vendendo chapéus atesanais ,um casal de senhoras vendendo chapéus artesanais,a couple of ladies selling artisan hats 
715, Os anúncios e de carão endereço de meio da sua consulta no site principal.,Os anúncios indicarão o endereço de e-mail da sua consulta no site municipal.,The ads will indicate the e-mail address of your referral on the municipal website., os anúncios e de carão endereço de meio da sua consulta no site principal ,os anúncios indicarão o endereço de e mail da sua consulta no site municipal ,the ads will indicate the e mail address of your referral on the municipal website 
716, É bom ter um amigo mesmo se você estiver no inferno.,É bom ter um amigo mesmo se você estiver no inferno.,It’s good to have a friend even if you’re in hell., é bom ter um amigo mesmo se você estiver no inferno ,é bom ter um amigo mesmo se você estiver no inferno ,it s good to have a friend even if you re in hell 
717, A mulher de óculos está pintando o roxo da menina loira.,a mulher de óculos está pintando o rosto da menina loira.,The woman with glasses is painting the blond girl’s face., a mulher de óculos está pintando o roxo da menina loira ,a mulher de óculos está pintando o rosto da menina loira ,the woman with glasses is painting the blond girl s face 
718, O homem anexando várias cores de espotras ao suco.,Um homem anexando várias cores de esponjas ao seu corpo.,A man attaching several colored sponges to his body., o homem anexando várias cores de espotras ao suco ,um homem anexando várias cores de esponjas ao seu corpo ,a man attaching several colored sponges to his body 
719, Eles vão remarge o fome do Kiddy fome.,Eles morrem mais de fome do que de fome.,They mostly die from hunger than from hunger., eles vão remarge o fome do kiddy fome ,eles morrem mais de fome do que de fome ,they mostly die from hunger than from hunger 
720," Portanto, é necessário estabelecer medidas corretivas que permitam mitigar esse possível impacto.","Portanto, é necessário estabelecer medidas corretivas que permitam mitigar esse possível impacto.","Therefore, it’s necessary to establish corrective measures that allow us to mitigate that possible impact.", portanto é necessário estabelecer medidas corretivas que permitam mitigar esse possível impacto ,portanto é necessário estabelecer medidas corretivas que permitam mitigar esse possível impacto ,therefore it s necessary to establish corrective measures that allow us to mitigate that possible impact 
721, O homem de camisa listrada tem um cigar na mão.,O homem de camisa listrada tem um cigarro na mão.,The man in the striped shirt has a cigarette in his hand., o homem de camisa listrada tem um cigar na mão ,o homem de camisa listrada tem um cigarro na mão ,the man in the striped shirt has a cigarette in his hand 
722," Não! Esse nunca foi, se eu verdadeiro plano.","Não, esse nunca foi seu verdadeiro plano.","No, that was never his true plan.", não esse nunca foi se eu verdadeiro plano ,não esse nunca foi seu verdadeiro plano ,no that was never his true plan 
723, Não diga trigo até que você não esteja amarrado.,Não diga trigo até que você não esteja amarrado.,Don’t say wheat until you’re untied., não diga trigo até que você não esteja amarrado ,não diga trigo até que você não esteja amarrado ,don t say wheat until you re untied 
724," Volte para acessir a caravana, ele diz.","""Volte para assistir a caravana?"" ele disse.",“Come back to watch the parade?” he said., volte para acessir a caravana ele diz , volte para assistir a caravana ele disse , come back to watch the parade he said 
725, As folhas secas dançam com sacos de plástico e lenços de papel.,As folhas secas dançam com sacos de plástico e lenços de papel.,The dry leaves dance with the plastic bags and the paper tissues., as folhas secas dançam com sacos de plástico e lenços de papel ,as folhas secas dançam com sacos de plástico e lenços de papel ,the dry leaves dance with the plastic bags and the paper tissues 
726, A família é essencial.,A família é essencial.,Family is essential., a família é essencial ,a família é essencial ,family is essential 
727, 2 caras jogam futebol e parecem exaustos.,dois caras jogam futebol e parecem exaustos,Two guys play soccer and look exhausted., 2 caras jogam futebol e parecem exaustos ,dois caras jogam futebol e parecem exaustos,two guys play soccer and look exhausted 
728, Várias mulheres que parecem estar batendo cabeça.,Várias mulheres que parecem estar batendo cabeça.,Several women seem to be headbanging., várias mulheres que parecem estar batendo cabeça ,várias mulheres que parecem estar batendo cabeça ,several women seem to be headbanging 
